"id","Completed","003","0002","0004","0005","0001","0001","0001","0001","0001","0001","0002","0001","0002","0001","0002","0001","0002","0001","0002","0001","0001","0001","0002","0001","0002","0001","0002","0003","0004","0005","0006","0007","0008","0009","0010","0011","0012","0013","0014","0015","0007 [Répliques]","0007 [Musique]","0007 [Qualité de l'histoire]","0007 [Revoir un film plusieurs fois sans se lasser]","0007 [L'avoir vu enfant]","0007 [Porteur d'émotion]"
"64","Y","73","Femme","France ","Non","Répliques","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","No","","No","","No","","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","D'accord","D'accord","D'accord","Neutre","Plutôt d'accord","D'accord"
"65","Y","21","Homme","France ","Oui","Répliques","Yes","le retour du jedi","No","","Yes","le roi lion","Yes","titanic","Yes","l'empire contre attaque","Yes","titanic","Yes","le roi lion","No","","Yes","terminator","Yes","harry potter","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","","0 fois","","","0 fois","","Neutre","Neutre","Plutôt pas d'accord","Pas d'accord","Plutôt pas d'accord","D'accord"
"66","Y","21","Femme","France ","Oui","Musique","Yes","Star Wars ","No","","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le roi Lion","Yes","Je ne retrouve plus le titre","Yes","Terminator","Yes","Le seigneur des anneaux","","0 fois","","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","D'accord","D'accord","D'accord","Pas d'accord","Plutôt pas d'accord"
"68","Y","21","Femme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","1 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Plutôt pas d'accord","D'accord"
"69","Y","19","Femme","France ","Non","Répliques","Yes","star wars","No","","Yes","Le roi lion","No","","No","","Yes","Titanic","No","","No","","No","","Yes","Le seigneur des anneaux ","","0 fois","","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","D'accord","Plutôt d'accord","D'accord","Neutre","Plutôt d'accord"
"71","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Le Seigneur Des Anneaux","No","","Yes","Le Seigneur Des Anneaux","","1 fois","More than 20 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Plutôt pas d'accord","D'accord"
"72","Y","22","Femme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanique","Yes","Star Wars","No","","Yes","Le roi lion","No","","No","","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","Plutôt pas d'accord","D'accord","Plutôt d'accord","Neutre","Neutre"
"73","Y","30","Homme","Argentine ","Oui","Musique","Yes","star wars","Yes","terminator","Yes","roi lion","Yes","titanic","Yes","star wars","Yes","titanic","Yes","roi lion","Yes","lord of the rings","Yes","terminator","No","","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","2-5 fois","0-10 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"74","Y","28","Femme","France ","Non","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux: La communauté de l'anneau","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"76","Y","51","Femme","France ","Non","Musique","Yes","Starwars","Yes","Les Visiteurs","No","","Yes","Titanic","Yes","Starwars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","1 fois","More than 20 years old","","Plus de 5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","Plutôt d'accord","D'accord","Plutôt d'accord"
"78","Y","44","Femme","France ","Non","Musique","Yes","Le retour du Jedi","Yes","Terminator","No","","Yes","Titanic","Yes","La guerre des étoiles","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","No","","","Plus de 5 fois","0-10 years old","","1 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"79","Y","22","Femme","France ","Non","Répliques","Yes","Star Wars","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars (l'empire contre attaque)","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","D'accord","D'accord","Pas d'accord","Neutre","Plutôt d'accord","D'accord"
"81","Y","22","Femme","France ","Non","Répliques","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","No","","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord"
"82","Y","30","Femme","France ","Non","Musique","Yes","Star wars","No","","Yes","Roi Lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","D'accord","D'accord","Plutôt d'accord"
"83","Y","22","Femme","France ","Non","Musique","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","1 fois","0-10 years old","","0 fois","","","2-5 fois","0-10 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt pas d'accord","Plutôt d'accord"
"84","Y","21.5","Homme","Kazakhstan ","Oui","Répliques","Yes","Astérix et Obélix : Mission Cléopâtre","Yes","Ų̱̻͓̙̦͕̪̭͖̠̟̹͚̱́n̶̵͈̙͇̦̘̝̘̝̜̤͢͠ ͏̹͔̪͇͍͉̫̫̪͍͍͠f̵̡̳̣͕͕̞̩̙͇̙̘̝͓͚̬͉̳́͟͝i̶̵̷̵̹̳̩̺̠̯̮̫̹͔̩̜l͏̸̢̥͎͍̱̬̻͙̭̳̟̣͔̭͞ͅḿ҉͏̳͇͓̖͈͕̘͎̼̻̮͕ͅ ̷̵̸̡̛̫̻̖͓͙͇͓d̡̳̫͓̤̗͉̠̠̭͔́ͅe̶̪͉̭̮̫̜̖͔͚̣̺͔͘ͅ ̧̘͍̖͉̗̳̹̭̜̩̺͔͕̫͘͠ģ̡̭̙̱̩̻̹̣̩͖̕u̴̶̯̦̤̜̞̜̰͜͞e̢͡҉̵̘̭̲̭͉͖r̸̰̞̰͔̼̹͎̀͝r̸̙͔̱̖̤͈̫̞̟͚̠͚̘̗͔͟ͅẹ̸̷͎̟̮","Yes","Арстан падыша","Yes","Somebody once told me the world is gonna roll me I ain't the sharpest tool in the shed She was looking kind of dumb with her finger and her thumb In the shape of an ""L"" on her forehead Well the years start coming and they don't stop coming Fed to the rule","Yes","ビクティニと黒き英雄 ゼクロム/白き英雄 レシラム（๑♜д♜）","Yes","Despacito","Yes","Votre sondage est un peu trop facile, on comprend trop vite la logique et les films sont trop connus.","Yes","Le silence des agneaux ","Yes","Pong : the movie le retour 2 HD remix.mkv","Yes","Rencontrez des filles chaudes dans votre région en cliquant sur ce lien","","1 fois","11-20 years old","","0 fois","","","0 fois","","","1 fois","11-20 years old","","0 fois","","Plutôt d'accord","Neutre","D'accord","Neutre","Plutôt pas d'accord","D'accord"
"87","Y","46","Femme","France ","Non","Répliques","Yes","Star wars","No","","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion ","No","","Yes","Terminator ","No","","","2-5 fois","More than 20 years old","","Plus de 5 fois","More than 20 years old","","Plus de 5 fois","More than 20 years old","","0 fois","","","0 fois","","D'accord","D'accord","D'accord","D'accord","Neutre","Neutre"
"90","Y","23","Homme","Viêt Nam ","Oui","Musique","No","","Yes","Game of Throne","No","","Yes","Titanic","Yes","Game of Throne","Yes","Titanic","Yes","Avatar","No","","No","","No","","","1 fois","More than 20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","Neutre","Pas d'accord","Plutôt pas d'accord","Neutre","Plutôt d'accord","Plutôt d'accord"
"91","Y","21","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Neutre","Plutôt pas d'accord","Plutôt d'accord"
"92","Y","22","Homme","Sri Lanka ","Non","Musique","No","","Yes","Seigneur des années","No","","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Seigneur des années","No","","Yes","Seigneur des anneaux","","0 fois","","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","Neutre","D'accord","Plutôt d'accord","D'accord","Neutre","Plutôt d'accord"
"93","Y","48","Homme","France ","Non","Répliques","Yes","Star wars","Yes","Seigneur dés anneaux ","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Roi lion","Yes","Seigneur des anneaux","No","","No","","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"94","Y","14","Femme","France ","Non","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Hunger Games","No","","Yes","Le Seigneur Des Annaux","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","Neutre","Neutre","Plutôt d'accord"
"96","Y","22","Homme","France ","Non","Musique","Yes","Star Wars ","No","","Yes","Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Roi Lion","Yes","Seigneur des Anneaux","No","","Yes","Seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Neutre","Neutre"
"97","Y","19","Femme","France ","Non","Répliques","Yes","Star Wars ","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars ","Yes","Titanic","Yes","Le roi lion ","Yes","Le seigneur des anneaux ","No","","Yes","Le seigneur des anneaux ","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"98","Y","23","Homme","France ","Oui","Répliques","Yes","Star wars","No","","No","","Yes","Titanic","Yes","Star wars","No","","Yes","Le roi lion","No","","No","","Yes","Seigneur des anneaux ","","1 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","D'accord","Neutre","Plutôt d'accord","D'accord","Pas d'accord","Plutôt d'accord"
"99","Y","23","Femme","France ","Oui","Répliques","Yes","star wars","Yes","terminator","Yes","le livre de la jungle, moogli","Yes","titanic","Yes","star was","No","","Yes","le roi lion","Yes","le seigneur des anneaux","Yes","terminator","Yes","le seigneur des anneaux","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","D'accord","D'accord","D'accord","Neutre","Neutre","D'accord"
"100","Y","19","Femme","France ","Oui","Musique","Yes","Star wars ","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux ","No","","Yes","Le seigneur des anneaux ","","2-5 fois","11-20 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"101","Y","23","Homme","France ","Oui","Musique","Yes","Star Wars","Yes","Terminator","No","","Yes","Titanic","Yes","Star wars 5 l’empire contre attaque","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Seigneur des anneaux la communauté de l’anneau","","2-5 fois","11-20 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt pas d'accord","D'accord","D'accord","Plutôt pas d'accord","Pas d'accord","D'accord"
"102","Y","22","Homme","France ","Oui","Répliques","Yes","Star wars ","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars ","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux ","No","","Yes","Le seigneur des anneaux ","","2-5 fois","11-20 years old","","0 fois","","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Neutre","Neutre","D'accord"
"103","Y","22","Homme","Côte d'Ivoire ","Oui","Répliques","No","","No","","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Roi Lion","No","","No","","No","","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","2-5 fois","0-10 years old","Pas d'accord","Plutôt d'accord","D'accord","D'accord","Plutôt pas d'accord","D'accord"
"105","Y","24","Femme","France ","Non","Répliques","Yes","Star Wars, épisode V : L'Empire contre-attaque","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","je saiiiiis plus aaaarf","Yes","Terminator","Yes","Le Seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","1 fois","11-20 years old","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"106","Y","19","Femme","France ","Oui","Musique","Yes","Star wars","No","","Yes","Le roi lion ","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","No","","No","","No","","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","Plutôt d'accord","D'accord","Neutre","D'accord","D'accord","Plutôt d'accord"
"109","Y","45","Femme","France ","Non","Musique","Yes","Starwars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Starwars","Yes","Titanic","Yes","Le roi lion","No","","Yes","Terminator","No","","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Neutre","Neutre"
"111","Y","22","Homme","France ","Oui","Répliques","Yes","star wars","Yes","je sais plus exactement ","Yes","Disney le roi lion","No","","Yes","star wars","Yes","titanic","Yes","roi lion","Yes","seigneur des anneaux","Yes","terminator","Yes","seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Neutre","Neutre","Neutre"
"114","Y","73","Femme","France ","Non","Musique","No","","No","","No","","No","","Yes","starwax","No","","Yes","Je m'en rappelle plus ","No","","No","","No","","","0 fois","","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","Neutre","D'accord","D'accord","D'accord","Pas d'accord","D'accord"
"116","Y","20","Homme","France ","Oui","Répliques","Yes","Star Wars épidode V: L'empire contre-attaque","Yes","Terminator 2: Judgement day","Yes","Le roi Lion","Yes","Je me souviens plus...","Yes","Star Wars épisodes V, VI et III","No","","Yes","Le roi Lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux: La communauté de l'anneau","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Plutôt pas d'accord","Plutôt d'accord"
"117","Y","54","Femme","France ","Non","Répliques","Yes","star war","No","","Yes","le livre de la jungle","Yes","titanic","Yes","star war","Yes","TITANIC","Yes","LE ROI LION","No","","Yes","TERMINATOR","Yes","SACRÉ GRAAL","","1 fois","11-20 years old","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord"
"118","Y","20","Homme","France ","Oui","Musique","Yes","Star wars ","Yes","Terminator","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Pas d'accord","D'accord"
"119","Y","21","Homme","Autriche Australie ","Oui","Répliques","No","","No","","No","","Yes","Titanic","Yes","Captain America ","Yes","Titanic","Yes","the lion King","Yes","Superman","No","","Yes","Lord of the rings ","","0 fois","","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","D'accord","Plutôt d'accord","D'accord","D'accord","Plutôt pas d'accord","D'accord"
"121","Y","18","Femme","France ","Non","Musique","Yes","Star Wars","No","","No","","Yes","Titanic ","Yes","Star wars","Yes","Titanic","Yes","Le roi Lion ","No","","No","","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"122","Y","23","Femme","France ","Oui","Musique","Yes","Star wars","No","","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi Lion","Yes","Le seigneurs des anneaux","Yes","Terminator","Yes","Seigneur des anneaux","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","D'accord","D'accord","Neutre","D'accord","D'accord","Plutôt d'accord"
"123","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars 5","No","","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Neutre","D'accord"
"124","Y","20","Homme","France ","Oui","Musique","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","1 fois","0-10 years old","","1 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt pas d'accord","Plutôt pas d'accord","D'accord"
"125","Y","23","Femme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Seigneur des anneaux","No","","Yes","Seigneur des anneaux","","Plus de 5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"127","Y","31","Homme","France ","Non","Musique","Yes","Star Wars Épisode 5 L’Empire contre attaque","Yes","Terminator ","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars ","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux ","Yes","Terminator","Yes","Le Seigneur des Anneaux ","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"128","Y","20","Femme","France ","Oui","Répliques","Yes","Star Wars","No","","No","","Yes","??","Yes","star wars","No","","Yes","le roi lion","No","","No","","No","","","0 fois","","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Pas d'accord","Neutre"
"129","Y","31","Homme","France ","Oui","Répliques","Yes","Star Wars L'empire contre attaque","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars L'empire Contre attaque","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","More than 20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","Plutôt d'accord","D'accord","D'accord","Neutre","Plutôt d'accord"
"130","Y","22","Homme","France ","Non","Musique","Yes","Star Wars 5","Yes","Terminator","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Astérix et Obélix mission Cléopâtre et Titanic","Yes","Le roi Lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","0 fois","","","Plus de 5 fois","11-20 years old","","1 fois","More than 20 years old","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Pas d'accord","Plutôt d'accord"
"131","Y","26","Homme","Côte d'Ivoire ","Oui","Musique","No","","Yes","Terminator","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","le roi lion","Yes","le seigneur des anneaux","No","","Yes","le seigneur des anneaux","","Plus de 5 fois","More than 20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","Plutôt pas d'accord","Pas d'accord","Pas d'accord","Neutre","Neutre","Pas d'accord"
"132","Y","17","Femme","France ","Non","Répliques","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","Plutôt d'accord","D'accord","Neutre","Plutôt d'accord"
"133","Y","19","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","No","","Yes","Titanic","Yes","Star wars","No","","Yes","Roi lion","Yes","Seigneur des anneaux","No","","Yes","La communauté de l'anneau","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","Neutre","Neutre","Neutre","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord"
"134","Y","17","Femme","France ","Non","Répliques","Yes","Star Wars ","No","","Yes","Le roi lion ","Yes","Le roi lion","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","No","","No","","Yes","Le seigneur des anneaux ","","0 fois","","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Neutre"
"135","Y","17","Homme","France ","Non","Musique","Yes","Star Wars ","No","","Yes","Le Roi Lion","Yes","Titanic ","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Star Wars ","No","","Yes","Le Seigneur des anneaux ","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","Neutre","D'accord","D'accord"
"136","Y","19","Homme","France ","Oui","Musique","Yes","Star Wars (5 je crois)","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Pas d'accord","Plutôt d'accord"
"137","Y","17","Homme","France ","Non","Répliques","Yes","Star wars","Yes","Seigneur des anneaux ","Yes","Roi lyon","Yes","Titanic","Yes","Star wars","No","","Yes","Roi lyon","Yes","Seigneur des anneaux ","No","","Yes","Seigneur des anneaux ","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt pas d'accord","Pas d'accord","Plutôt d'accord"
"138","Y","27","Homme","France ","Non","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Seigneur des Anneaux","Yes","Terminator","Yes","Seigneur des Anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","Pas d'accord","Neutre","D'accord"
"139","Y","27","Femme","France ","Non","Musique","Yes","Star wars","No","","Yes","roi lion","Yes","Titanic","Yes","Star wars","No","","Yes","roi lion","Yes","Seigneur des anneaux ","No","","Yes","Seigneur des anneaux","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
