"id","Completed","003","0002","0004","0005","0001","0001","0001","0001","0001","0001","0002","0001","0002","0001","0002","0001","0002","0001","0002","0001","0001","0001","0002","0001","0002","0001","0002","0003","0004","0005","0006","0007","0008","0009","0010","0011","0012","0013","0014","0015","0007 [Répliques]","0007 [Musique]","0007 [Qualité de l'histoire]","0007 [Revoir un film plusieurs fois sans se lasser]","0007 [L'avoir vu enfant]","0007 [Porteur d'émotion]"
"140","Y","20","Femme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le roi lion ","Yes","Titanic","Yes","STAR WARS","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","0 fois","","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord"
"141","Y","16","Femme","France ","Non","Musique","Yes","Star Wars ","No","","Yes","Le livre de la jungle","Yes","Titanic","Yes","Star Wars ","Yes","Titanic","Yes","Le roi lion","No","","Yes","Terminator","Yes","Le seigneur des anneaux","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","Neutre","D'accord","Plutôt d'accord","D'accord","Plutôt pas d'accord","Plutôt d'accord"
"142","Y","17","Homme","France ","Non","Répliques","Yes","Star Wars épisode V","Yes","Predator 2","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Predator","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","Neutre"
"143","Y","20","Femme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","No","","No","","Yes","Le Hobbit","","1 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","1 fois","0-10 years old","","0 fois","","","0 fois","","Neutre","Plutôt d'accord","D'accord","Plutôt pas d'accord","Pas d'accord","Neutre"
"144","Y","21","Homme","France ","Oui","Répliques","Yes","l'empire contre attaque","No","","Yes","le roi lion","No","","Yes","star wars","Yes","titanic","Yes","le roi lion","Yes","le seigneur des anneaux","Yes","terminator","Yes","seigneur des anneaux","","1 fois","11-20 years old","","0 fois","","","0 fois","","","1 fois","11-20 years old","","0 fois","","D'accord","Neutre","Neutre","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord"
"145","Y","17","Homme","France ","Non","Musique","Yes","Star wars 1(le premier sorti)","Yes","Terminator","Yes","The lion king","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","The lion king","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","1 fois","0-10 years old","Plutôt d'accord","D'accord","D'accord","Neutre","Plutôt pas d'accord","D'accord"
"146","Y","21","Femme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","No","","","1 fois","11-20 years old","","0 fois","","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","D'accord"
"147","Y","37","Homme","France ","Non","Répliques","Yes","Le truc avec le jedi","Yes","Braveheart","No","","Yes","Le truc avec le bateau","Yes","Un truc avec un on jeudi encore","Yes","Encore un truc avec le bateau","Yes","Le prince tigre","Yes","Le truc avec les orcs et les nains et les types aux pieds poilus","Yes","Le robot qui voyage dans le temps","Yes","Encore le truc avec les orcs et les nains les pieds poilus","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","Neutre","Neutre","Neutre"
"148","Y","23","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Hakuna Matata  le roi lion ou le roi de lyon je ne sais plus","Yes","titanic que je n'ai jamais vu","Yes","Comme pour je suis ton père Star Wars","Yes","Titanic que je n'ai toujours pas vu entre-temps","Yes","Le roi lion/de lyon","Yes","Le seigneur des anneaux","Yes","terminator jamais vu non plus","Yes","la Moria c'est squatter par des gob ça craint (le seigneur des anneaux)","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","0 fois","","Neutre","D'accord","Plutôt pas d'accord","Neutre","Pas d'accord","Pas d'accord"
"149","Y","20","Femme","France ","Oui","Répliques","Yes","Star Wars 5","No","","Yes","Le roi lion 1","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion 1","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le seigneur des anneaux 1","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","1 fois","0-10 years old","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"150","Y","2","Homme","France ","Oui","Musique","Yes","Star wars","Yes","Terminator","No","","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anus","No","","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","D'accord","Neutre","Neutre"
"151","Y","22","Femme","France ","Non","Musique","Yes","Star wars","No","","Yes","Hakuna matata ","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Seigneur des anneaux ","No","","Yes","Le seigneur des anneaux ","","0 fois","","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","Plutôt d'accord","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre"
"152","Y","17","Femme","France ","Non","Répliques","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","Pas d'accord","D'accord"
"154","Y","22","Femme","France ","Non","Répliques","Yes","Star Wars ","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion ","No","","Yes","Terminator","Yes","Le seigneur des anneaux ","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","D'accord"
"155","Y","21","Homme","Irlande ","Oui","Musique","Yes","Star wars","Yes","Terminator","Yes","Le roi Lion","No","","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","1 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"156","Y","21","Homme","Côte d'Ivoire ","Oui","Musique","No","","No","","No","","No","","No","","No","","No","","No","","No","","No","","","0 fois","","","0 fois","","","1 fois","11-20 years old","","0 fois","","","2-5 fois","11-20 years old","Neutre","Plutôt d'accord","D'accord","Neutre","Neutre","D'accord"
"157","Y","16","Homme","France ","Non","Musique","Yes","Star Wars ","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","No","","Yes","Le roi lion","Yes","Avengers","No","","Yes","LOTR","","0 fois","","","2-5 fois","0-10 years old","","0 fois","","","1 fois","11-20 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","Neutre","Neutre","D'accord"
"158","Y","22","Femme","France ","Oui","Musique","Yes","star wars","No","","Yes","le roi lion","Yes","Titanic","Yes","Star wars","Yes","titanic","Yes","le roi lion","Yes","aucune idée peut être le seigneur des anneaux","No","","Yes","le seigneur des anneaux","","0 fois","","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","Neutre","Plutôt d'accord","Plutôt d'accord","D'accord","Plutôt d'accord","D'accord"
"159","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars ","Yes","Terminator","No","","Yes","Titanic","Yes","Star Wars le retour du Jedi","Yes","Titanic","Yes","Le roi lion","No","","Yes","Termiantor 2","Yes","Le seigneur des anneaux ","","0 fois","","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","0 fois","","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"160","Y","18","Femme","France ","Non","Répliques","Yes","Star wars ","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux ","","Plus de 5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"161","Y","35","Homme","France ","Non","Musique","Yes","star wars l'empire contre attaque","Yes","terminator ","Yes","le roi lion","Yes","titanic","Yes","star wars","Yes","titanic","Yes","le roi lion","Yes","le seigneur des anneaux","Yes","terminator","Yes","seigneur des anneaux","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","D'accord","D'accord","Plutôt d'accord","D'accord","Plutôt d'accord","D'accord"
"162","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","1 fois","More than 20 years old","","2-5 fois","11-20 years old","","0 fois","","Neutre","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","D'accord"
"163","Y","21","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le roi Lion","No","","Yes","Star Wars","Yes","Titanic","Yes","Le roi Lion","Yes","Seigneur des anneaux","No","","Yes","Seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","Plutôt d'accord","D'accord","D'accord","Pas d'accord","Plutôt d'accord"
"164","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars","No","","No","","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Je ne retrouve plus, mais je connais :(","No","","Yes","Le Seigneur des Anneaux","","0 fois","","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","Neutre","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord"
"165","Y","19","Homme","France ","Oui","Musique","Yes","Star Wars","No","","Yes","Le roi Lion","Yes","Titanic","Yes","Star wars ","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux ","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"168","Y","24","Femme","Burkina ","Oui","Répliques","Yes","Star Wars","No","","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Me souviens plus","No","","No","","","0 fois","","","1 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","Plutôt pas d'accord","D'accord","D'accord","D'accord","Neutre","D'accord"
"169","Y","22","Homme","Liban ","Non","Répliques","Yes","Star wars","Yes","Terminator 2","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Lord of the Rings","No","","Yes","Lord of the Rings","","Plus de 5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","Neutre","D'accord","D'accord","D'accord","Neutre","D'accord"
"170","Y","19","Femme","France ","Non","Musique","Yes","Star wars 3","No","","Yes","Le roi lion ","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux ","Yes","Terminator","Yes","Le seigneur des anneaux ","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","Pas d'accord","D'accord"
"171","Y","22","Femme","Cameroun ","Non","Répliques","Yes","Star wars","No","","Yes","Nakouna matata","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Nakouna matata","No","","No","","No","","","0 fois","","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","Plutôt pas d'accord","Neutre","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"172","Y","22","Homme","France ","Oui","Répliques","Yes","Star Wars V","Yes","Terminator","Yes","Le roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","1 fois","11-20 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Neutre","Neutre","Plutôt pas d'accord"
"173","Y","61","Femme","France ","Non","Répliques","Yes","Guerre des etoiles","No","","No","","Yes","Titanic","Yes","Guerre des étoiles ","No","","Yes","Le roi lion","No","","No","","No","","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","Neutre","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord","Neutre","D'accord"
"175","Y","20","Femme","France ","Oui","Musique","Yes","Star Wars","Yes","Game of Thrones","Yes","Hakuna Matata ","Yes","Titanic","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Merlín","No","","Yes","Le seigneur des anneaux ","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","0 fois","","Neutre","Plutôt d'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"176","Y","23","Homme","France ","Non","Musique","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Roi Lion","No","","No","","Yes","Le Seigneur des Anneaux","","1 fois","More than 20 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"178","Y","21","Femme","France ","Oui","Répliques","Yes","Star wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","No","","Yes","Terminator","Yes","Seigneur des anneaux","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","D'accord","D'accord","D'accord","Plutôt d'accord","D'accord"
"179","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars V: L'empire contre attaque (Et Toy Story 2 aussi en référence à SW) ","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","No","","Yes","Terminator","Yes","Seigneur des Annaux","","2-5 fois","0-10 years old","","1 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","0 fois","","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord","Pas d'accord","Plutôt d'accord"
"181","Y","22","Homme","France ","Oui","Répliques","Yes","Star wars épisode 5","Yes","terminator","Yes","Le livre de la jungle","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le livre de la jungle","Yes","le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","1 fois","0-10 years old","","1 fois","0-10 years old","","0 fois","","","1 fois","11-20 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt pas d'accord","Plutôt pas d'accord","Plutôt d'accord"
"182","Y","23","Homme","France ","Oui","Répliques","Yes","Star Wars 5 : L'Empire contre attaque","No","","No","","Yes","Titanic","Yes","Star Wars","No","","Yes","Le Livre de La Jungle","Yes","Seigneur des Anneaux","Yes","Terminator","Yes","Seigneur des Anneaux 1 : La communauté de l'anneau","","Plus de 5 fois","11-20 years old","","0 fois","","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt pas d'accord","Plutôt pas d'accord","Pas d'accord","Pas d'accord","Plutôt pas d'accord","Plutôt pas d'accord"
"183","Y","20","Homme","France ","Non","Répliques","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","terminator","Yes","Le seigneur des anneaux","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Plutôt d'accord"
"184","Y","22","Homme","France ","Non","Musique","Yes","Star Wars ","No","","Yes","Le Livre de la Jungle ","Yes","Titanic","Yes","Star Wars","Yes","Titanic ","Yes","Le roi lion ","Yes","Le seigneur des Anneaux ","No","","Yes","Le seigneur des Anneaux ","","1 fois","11-20 years old","","0 fois","","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","0 fois","","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt pas d'accord","Pas d'accord"
"185","Y","22","Homme","France ","Oui","Musique","Yes","Star Wars","Yes","Terminator","Yes","Le roi lion","Yes","Titanic ","Yes","Star Wars ","Yes","Titanic ","Yes","Le roi lion","Yes","Le seigneur des anneaux ","Yes","Terminator ","Yes","Le seigneur des anneaux ","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","Plutôt d'accord","D'accord","D'accord","Neutre","Plutôt pas d'accord","D'accord"
"186","Y","22","Homme","Colombie ","Oui","Répliques","Yes","Star Wars","No","","No","","Yes","Titanic","No","","No","","Yes","le roi lion","Yes","Back to the future","Yes","Terminator","No","","","0 fois","","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","","0 fois","","Plutôt d'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"187","Y","22","Homme","France ","Oui","Répliques","Yes","Star Wars V","No","","Yes","Le Roi Lion","No","","Yes","Star Wars IV","No","","Yes","Le Roi Lion","Yes","Le Seigneur des anneaux","No","","Yes","Le Seigneur des anneaux : la communauté de l'anneau","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","0 fois","","D'accord","Plutôt d'accord","Neutre","Pas d'accord","Plutôt pas d'accord","Neutre"
"188","Y","42","Femme","France ","Non","Répliques","Yes","Star wars","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star wars","Yes","titanic","Yes","le roi lion","No","","No","","Yes","Seigneur des agneaux","","Plus de 5 fois","11-20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","11-20 years old","D'accord","D'accord","Plutôt d'accord","D'accord","D'accord","D'accord"
"190","Y","22","Homme","France ","Oui","Répliques","Yes","Star Wars Episode 5","Yes","Terminator","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","D'accord","D'accord","D'accord","D'accord","Pas d'accord","Plutôt d'accord"
"191","Y","20","Homme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Roi Lion","No","","Yes","Star Wars","Yes","Titanic","Yes","Roi Lion","Yes","Seigneur des anneaux","No","","Yes","Seigneur des anneaux","","2-5 fois","11-20 years old","","1 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"192","Y","22","Homme","France ","Non","Musique","Yes","Star Wars V : L'Empire Contre-attaque","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux","Yes","Terminator","Yes","Le Seigneur des Anneaux","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","2-5 fois","11-20 years old","","0 fois","","","0 fois","","D'accord","D'accord","Plutôt d'accord","D'accord","Neutre","Plutôt d'accord"
"193","Y","27","Homme","France ","Non","Musique","Yes","Star Wars","Yes","Terminator","Yes","Roi Lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Roi Lion","Yes","Seigneur des anneaux","Yes","Terminator","Yes","Seigneur des anneaux","","2-5 fois","11-20 years old","","Plus de 5 fois","0-10 years old","","1 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","More than 20 years old","Neutre","Plutôt d'accord","D'accord","Plutôt d'accord","Pas d'accord","Plutôt pas d'accord"
"194","Y","21","Femme","France ","Oui","Répliques","Yes","Star wars","No","","Yes","Le Roi lion","Yes","Titanic","Yes","Star wars","No","","Yes","Le Roi lion","Yes","Lord of the Ring","Yes","Terminator","Yes","Lord of the Ring","","1 fois","0-10 years old","","1 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","0-10 years old","","0 fois","","Plutôt d'accord","D'accord","D'accord","Plutôt pas d'accord","Pas d'accord","Neutre"
"195","Y","26","Homme","France ","Oui","Musique","Yes","Star Wars l'Empire Contre-Attaque","Yes","Terminator","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars ","Yes","Titanic","Yes","Le Roi Lion","Yes","Le Seigneur des Anneaux ","Yes","Terminator","Yes","Le seigneur des Anneaux ","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","","Plus de 5 fois","11-20 years old","","1 fois","11-20 years old","Neutre","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord"
"196","Y","20","Femme","France ","Oui","Répliques","Yes","Star wars V","No","","Yes","le roi lion","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","Yes","Le seigneur des anneaux ","","Plus de 5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"197","Y","41","Homme","France ","Non","Répliques","Yes","Star war","No","","No","","Yes","Titanic","Yes","Star wars","No","","Yes","Le roi lion","Yes","Le hobbit ","No","","Yes","Le seigneur de l'anneau","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","11-20 years old","","2-5 fois","More than 20 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","D'accord"
"198","Y","22","Femme","France ","Oui","Répliques","Yes","Star Wars","No","","Yes","Le Roi Lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le Roi Lion","No","","Yes","Terminator","Yes","Le Seigneur des anneaux ","","2-5 fois","11-20 years old","","2-5 fois","0-10 years old","","1 fois","More than 20 years old","","2-5 fois","11-20 years old","","0 fois","","D'accord","Plutôt d'accord","D'accord","D'accord","Plutôt pas d'accord","Neutre"
"199","Y","63","Homme","France ","Non","Répliques","No","","No","","No","","Yes","Titanic","No","","Yes","Titanic","No","","No","","No","","No","","","0 fois","","","1 fois","More than 20 years old","","2-5 fois","More than 20 years old","","0 fois","","","0 fois","","D'accord","D'accord","D'accord","D'accord","D'accord","D'accord"
"200","Y","39","Homme","France ","Non","Répliques","Yes","stars war","No","","No","","Yes","titanic","Yes","stars wars","Yes","titanic","Yes","le roi lion","No","","No","","No","","","0 fois","","","1 fois","11-20 years old","","1 fois","More than 20 years old","","0 fois","","","1 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Neutre","D'accord"
"201","Y","54","Femme","France ","Non","Musique","Yes","Star wars","No","","Yes","Le livre de la jungle","Yes","Titanic","Yes","La guerre des etoiles","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","No","","No","","","0 fois","","","1 fois","More than 20 years old","","2-5 fois","More than 20 years old","","0 fois","","","0 fois","","Plutôt d'accord","D'accord","D'accord","Plutôt d'accord","Neutre","Plutôt d'accord"
"202","Y","24","Homme","France ","Oui","Musique","Yes","Star Wars IV","No","","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","Yes","Titanic","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","0 fois","","","2-5 fois","11-20 years old","","0 fois","","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","Plutôt d'accord"
"203","Y","45","Homme","France ","Non","Répliques","Yes","Star wars","No","","No","","Yes","Titanic","Yes","Star wars","Yes","Titanic","Yes","La roi lion","No","","Yes","Terminator","No","","","0 fois","","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","More than 20 years old","","1 fois","11-20 years old","Neutre","Plutôt d'accord","D'accord","Plutôt d'accord","Plutôt pas d'accord","Plutôt d'accord"
"204","Y","57","Femme","France ","Non","Musique","No","","No","","No","","Yes","titanic","Yes","star wars","Yes","le roi lion","Yes","le roi lion","No","","No","","No","","","1 fois","More than 20 years old","","2-5 fois","More than 20 years old","","2-5 fois","More than 20 years old","","1 fois","More than 20 years old","","0 fois","","Plutôt d'accord","Plutôt d'accord","D'accord","D'accord","Neutre","D'accord"
"205","Y","21","Homme","France ","Oui","Musique","Yes","Star Wars 5","Yes","Terminator 2","Yes","Le roi lion","Yes","Titanic","Yes","Star Wars","No","","Yes","Le roi lion","Yes","Le seigneur des anneaux","Yes","Terminator","Yes","Le seigneur des anneaux","","Plus de 5 fois","0-10 years old","","2-5 fois","0-10 years old","","2-5 fois","0-10 years old","","Plus de 5 fois","0-10 years old","","2-5 fois","11-20 years old","D'accord","D'accord","D'accord","Plutôt d'accord","Plutôt d'accord","D'accord"
"206","Y","26","Homme","Inde ","Oui","Musique","No","","No","","No","","Yes","Titanic","No","","No","","Yes","Black Panther","No","","Yes","Terminator","No","","","1 fois","0-10 years old","","2-5 fois","11-20 years old","","1 fois","11-20 years old","","2-5 fois","More than 20 years old","","2-5 fois","11-20 years old","Neutre","D'accord","D'accord","D'accord","Plutôt pas d'accord","Plutôt d'accord"
